lake_name,layer,age_CE,tresh_pos_z5,tresh_neg_z2_5,thickness,mm,mad,scaled_magnitude,scaled_magnitude_sign,record_label
Lake C2,varve,1857,1.4016000000000002,0.1273499999999999,1.5823,0.5521,0.16990000000000005,6.0635668040023525,positive,Lake C2 - varve
Lake C2,varve,1833,2.3660999999999994,0.041850000000000165,2.6216,0.8166,0.30989999999999995,5.824459503065506,positive,Lake C2 - varve
Lake C2,varve,1797,2.0814999999999992,0.1787500000000002,2.1345,0.813,0.2536999999999999,5.208908159243203,positive,Lake C2 - varve
Lake C2,varve,1795,1.7794000000000003,0.25464999999999993,1.9824,0.7629,0.20330000000000004,5.998524348253811,positive,Lake C2 - varve
Lake C2,varve,1789,1.7268999999999997,0.20440000000000014,2.8988,0.7119,0.20299999999999996,10.772906403940889,positive,Lake C2 - varve
Lake C2,varve,1776,1.1200999999999999,0.35585000000000006,5.3457,0.6106,0.10189999999999999,46.468105986261044,positive,Lake C2 - varve
Lake C2,varve,1771,1.7853999999999997,0.2539000000000001,1.9355,0.7644,0.20419999999999994,5.735063663075418,positive,Lake C2 - varve
Lake DV09,varve,1858,0.7649999999999998,0.22500000000000014,5.867,0.405,0.07199999999999995,75.86111111111116,positive,Lake DV09 - varve
Lake DV09,varve,1849,1.1159999999999999,0.13350000000000012,1.585,0.461,0.13099999999999995,8.580152671755728,positive,Lake DV09 - varve
Lake DV09,varve,1813,1.9440000000000004,0.046499999999999875,2.391,0.679,0.25300000000000006,6.76679841897233,positive,Lake DV09 - varve
Lake DV09,varve,1801,2.2289999999999996,-0.08099999999999985,5.441,0.689,0.30799999999999994,15.42857142857143,positive,Lake DV09 - varve
Lake DV09,varve,1798,1.9939999999999998,-0.09099999999999997,2.694,0.604,0.27799999999999997,7.517985611510792,positive,Lake DV09 - varve
Lake DV09,varve,1797,2.5039999999999996,-0.21849999999999992,2.78,0.689,0.36299999999999993,5.760330578512397,positive,Lake DV09 - varve
Lake DV09,varve,1790,1.1109999999999998,0.08350000000000007,11.314,0.426,0.13699999999999996,79.47445255474454,positive,Lake DV09 - varve
Lake DV09,varve,1787,0.7950000000000002,0.20249999999999999,2.152,0.4,0.07900000000000001,22.177215189873415,positive,Lake DV09 - varve
Lake DV09,varve,1773,1.04,0.08000000000000002,2.475,0.4,0.128,16.2109375,positive,Lake DV09 - varve
Lake DV09,varve,1766,0.7160000000000001,0.13849999999999998,1.673,0.331,0.07700000000000001,17.428571428571427,positive,Lake DV09 - varve
Lehmilampi,varve,1826,1.54,0.565,0.43,0.89,0.13,-3.5384615384615383,negative,Lehmilampi - varve
Lehmilampi,varve,1805,1.44,0.465,0.38,0.79,0.13,-3.153846153846154,negative,Lehmilampi - varve
Lehmilampi,varve,1781,1.1399999999999997,0.54,1.14,0.74,0.07999999999999996,5.000000000000002,positive,Lehmilampi - varve
Lehmilampi,varve,1780,1.1399999999999997,0.54,0.53,0.74,0.07999999999999996,-2.625000000000001,negative,Lehmilampi - varve
Lehmilampi,varve,1776,0.9900000000000002,0.6149999999999999,0.58,0.74,0.050000000000000044,-3.199999999999998,negative,Lehmilampi - varve
Lehmilampi,varve,1775,0.9600000000000002,0.5849999999999999,0.56,0.71,0.050000000000000044,-2.9999999999999956,negative,Lehmilampi - varve
Linnévatnet,varve,1866,2.422,-0.1955,6.667,0.677,0.34900000000000003,17.163323782234958,positive,Linnévatnet - varve
Linnévatnet,varve,1865,3.146000000000001,-0.19150000000000023,16.159,0.921,0.44500000000000006,34.24269662921348,positive,Linnévatnet - varve
Linnévatnet,varve,1838,1.237,0.12699999999999995,2.043,0.497,0.14800000000000002,10.445945945945946,positive,Linnévatnet - varve
Linnévatnet,varve,1825,1.2160000000000002,0.10599999999999993,1.82,0.476,0.14800000000000002,9.08108108108108,positive,Linnévatnet - varve
Linnévatnet,varve,1818,1.227,0.11699999999999994,4,0.487,0.14800000000000002,23.736486486486484,positive,Linnévatnet - varve
Linnévatnet,varve,1812,2.2429999999999994,-0.21699999999999986,5.08,0.603,0.32799999999999996,13.649390243902442,positive,Linnévatnet - varve
Linnévatnet,varve,1783,6.602,-0.38050000000000006,7.408,1.947,0.931,5.865735767991407,positive,Linnévatnet - varve
Lower Murray Lake,varve,1860,1.2730000000000001,-0.15950000000000003,1.587,0.318,0.191,6.643979057591622,positive,Lower Murray Lake - varve
Lower Murray Lake,varve,1852,0.9,-0.05249999999999999,1.09,0.265,0.127,6.496062992125984,positive,Lower Murray Lake - varve
Lower Murray Lake,varve,1847,0.91,-0.04249999999999998,1.154,0.275,0.127,6.921259842519684,positive,Lower Murray Lake - varve
Lower Murray Lake,varve,1838,0.6900000000000002,0.05249999999999996,3.133,0.265,0.08500000000000002,33.74117647058823,positive,Lower Murray Lake - varve
Lower Murray Lake,varve,1828,0.837,0.04200000000000004,4.053,0.307,0.10599999999999998,35.339622641509436,positive,Lower Murray Lake - varve
Lower Murray Lake,varve,1821,0.732,0.09450000000000003,1.386,0.307,0.08499999999999999,12.694117647058825,positive,Lower Murray Lake - varve
Lower Murray Lake,varve,1815,0.7899999999999999,0.0025000000000000577,1.778,0.265,0.10499999999999998,14.409523809523812,positive,Lower Murray Lake - varve
Lower Murray Lake,varve,1801,0.526,0.038500000000000006,0.709,0.201,0.065,7.815384615384615,positive,Lower Murray Lake - varve
Lower Murray Lake,varve,1796,0.43699999999999994,0.047000000000000014,0.698,0.177,0.05199999999999999,10.01923076923077,positive,Lower Murray Lake - varve
Lower Murray Lake,varve,1785,1.0770000000000002,-0.04800000000000004,1.365,0.327,0.15000000000000002,6.919999999999999,positive,Lower Murray Lake - varve
Lower Murray Lake,varve,1782,1.0919999999999999,-0.05549999999999994,1.689,0.327,0.15299999999999997,8.901960784313728,positive,Lower Murray Lake - varve
Lower Murray Lake,varve,1770,0.8540000000000001,-0.016000000000000014,0.886,0.274,0.11600000000000002,5.275862068965516,positive,Lower Murray Lake - varve
Montcortès,light layer,1797,0.6800000000000002,0.07999999999999999,0.8,0.28,0.08000000000000002,6.499999999999999,positive,Montcortès - light layer
Montcortès,light layer,1828,0.6800000000000002,0.07999999999999999,0.8,0.28,0.08000000000000002,6.499999999999999,positive,Montcortès - light layer
Montcortès,light layer,1850,0.7999999999999998,0.20000000000000012,1,0.4,0.07999999999999996,7.5000000000000036,positive,Montcortès - light layer
Montcortès,light layer,1857,0.7999999999999998,0.20000000000000012,0.12,0.4,0.07999999999999996,-3.500000000000002,negative,Montcortès - light layer
Nar Gölü,dark layer,1799,0.057999999999999996,0.005500000000000001,0,0.023,0.006999999999999999,-3.285714285714286,negative,Nar Gölü - dark layer
Nar Gölü,dark layer,1791,0.043,0.013,0.061,0.023,0.004,9.5,positive,Nar Gölü - dark layer
Nar Gölü,dark layer,1785,0.047,0.009499999999999996,0.005,0.022,0.005000000000000001,-3.399999999999999,negative,Nar Gölü - dark layer
Nar Gölü,dark layer,1779,0.057000000000000016,0.00449999999999999,0.003,0.022,0.007000000000000003,-2.714285714285713,negative,Nar Gölü - dark layer
Nar Gölü,dark layer,1774,0.057999999999999996,0.005500000000000001,0.002,0.023,0.006999999999999999,-3,negative,Nar Gölü - dark layer
Nar Gölü,light layer,1863,0.096,0.020999999999999994,0.019,0.046,0.010000000000000002,-2.6999999999999993,negative,Nar Gölü - light layer
Nar Gölü,light layer,1852,0.08000000000000003,0.03499999999999999,0.012,0.05,0.006000000000000005,-6.333333333333329,negative,Nar Gölü - light layer
Nar Gölü,light layer,1849,0.08000000000000003,0.03499999999999999,0.023,0.05,0.006000000000000005,-4.4999999999999964,negative,Nar Gölü - light layer
Nar Gölü,light layer,1848,0.08000000000000003,0.03499999999999999,0.003,0.05,0.006000000000000005,-7.833333333333327,negative,Nar Gölü - light layer
Nar Gölü,light layer,1818,0.09000000000000001,0.014999999999999996,0.012,0.04,0.010000000000000002,-2.7999999999999994,negative,Nar Gölü - light layer
Nar Gölü,light layer,1816,0.075,0.022500000000000003,0.019,0.04,0.006999999999999999,-3.0000000000000004,negative,Nar Gölü - light layer
Nar Gölü,light layer,1810,0.06299999999999999,0.025500000000000005,0.188,0.038,0.0049999999999999975,30.000000000000014,positive,Nar Gölü - light layer
Nar Gölü,light layer,1790,0.06900000000000002,0.016499999999999994,0.071,0.034,0.007000000000000003,5.285714285714282,positive,Nar Gölü - light layer
Nar Gölü,light layer,1779,0.06900000000000002,0.016499999999999994,0.01,0.034,0.007000000000000003,-3.4285714285714275,negative,Nar Gölü - light layer
Nar Gölü,light layer,1771,0.06900000000000002,0.016499999999999994,0.015,0.034,0.007000000000000003,-2.7142857142857135,negative,Nar Gölü - light layer
Nautajärvi,dark layer,1846,5.986999999999999,2.7995000000000005,2.11,3.862,0.4249999999999998,-4.122352941176473,negative,Nautajärvi - dark layer
Nautajärvi,dark layer,1838,5.451,3.2685000000000004,6.1080000000000005,3.996,0.2909999999999999,7.25773195876289,positive,Nautajärvi - dark layer
Nautajärvi,dark layer,1820,6.272000000000002,3.1445,7.959,4.187,0.41700000000000026,9.045563549160665,positive,Nautajärvi - dark layer
Nautajärvi,dark layer,1812,5.034000000000001,2.8289999999999997,2.172,3.564,0.29400000000000004,-4.7346938775510194,negative,Nautajärvi - dark layer
Nautajärvi,light layer,1846,3.09,1.29,0.95,1.89,0.24,-3.9166666666666665,negative,Nautajärvi - light layer
Nautajärvi,light layer,1837,2.7330000000000005,1.638,1.614,2.003,0.14600000000000013,-2.664383561643833,negative,Nautajärvi - light layer
Nautajärvi,light layer,1805,4.322000000000001,1.1269999999999998,4.549,2.192,0.42600000000000016,5.532863849765256,positive,Nautajärvi - light layer
Oeschinen,varve,1821,5.84,1.79,1.77,3.14,0.54,-2.537037037037037,negative,Oeschinen - varve
Oeschinen,varve,1813,6.500000000000001,0.9499999999999993,7.37,2.8,0.7400000000000002,6.1756756756756745,positive,Oeschinen - varve
Oeschinen,varve,1780,3.9100000000000015,1.6599999999999995,1.03,2.41,0.30000000000000027,-4.599999999999996,negative,Oeschinen - varve
Oeschinen,varve,1779,4.75,1.45,1.42,2.55,0.43999999999999995,-2.5681818181818183,negative,Oeschinen - varve
Oeschinen,varve,1773,7.300000000000001,0.32499999999999973,9.48,2.65,0.9300000000000002,7.344086021505375,positive,Oeschinen - varve
Ogac,dark layer,1837,0.42000000000000004,0.11999999999999998,0.94,0.22,0.04000000000000001,17.999999999999996,positive,Ogac - dark layer
Ogac,dark layer,1836,0.42000000000000004,0.11999999999999998,0.11,0.22,0.04000000000000001,-2.7499999999999996,negative,Ogac - dark layer
Ogac,dark layer,1827,0.5800000000000002,0.12999999999999995,0.62,0.28,0.060000000000000026,5.666666666666663,positive,Ogac - dark layer
Ogac,dark layer,1814,0.63,0.18000000000000002,0.17,0.33,0.06,-2.666666666666667,negative,Ogac - dark layer
Ogac,dark layer,1783,0.5800000000000002,0.12999999999999995,0.11,0.28,0.060000000000000026,-2.8333333333333326,negative,Ogac - dark layer
Ogac,light layer,1855,0.5600000000000002,0.2599999999999999,0.25,0.36,0.040000000000000036,-2.7499999999999973,negative,Ogac - light layer
Ogac,light layer,1853,0.72,0.19499999999999998,0.18,0.37,0.07,-2.714285714285714,negative,Ogac - light layer
Ogac,light layer,1837,0.9500000000000002,0.1999999999999999,2.54,0.45,0.10000000000000003,20.89999999999999,positive,Ogac - light layer
Ogac,light layer,1799,0.69,0.24000000000000002,1.18,0.39,0.06,13.166666666666666,positive,Ogac - light layer
Ogac,light layer,1786,1,0.17500000000000004,1.17,0.45,0.10999999999999999,6.545454545454546,positive,Ogac - light layer
Ogac,light layer,1771,0.8500000000000001,0.32499999999999996,0.31,0.5,0.07,-2.714285714285714,negative,Ogac - light layer
Ogac,light layer,1769,1.2999999999999998,0.10000000000000009,1.93,0.5,0.15999999999999998,8.937500000000002,positive,Ogac - light layer
Plomo,varve,1853,4.862,1.9595,1.18,2.927,0.387,-4.51421188630491,negative,Plomo - varve
Plomo,varve,1851,4.754000000000001,2.353999999999999,2.28,3.154,0.3200000000000003,-2.731249999999998,negative,Plomo - varve
Plomo,varve,1850,4.754000000000001,2.353999999999999,2.04,3.154,0.3200000000000003,-3.4812499999999966,negative,Plomo - varve
Plomo,varve,1835,5.828000000000001,1.9654999999999998,1.29,3.253,0.5150000000000001,-3.8116504854368922,negative,Plomo - varve
Plomo,varve,1817,6.027,2.067,1.406,3.387,0.528,-3.7518939393939394,negative,Plomo - varve
Plomo,varve,1804,5.811,2.3310000000000004,2.306,3.491,0.46399999999999997,-2.553879310344828,negative,Plomo - varve
Plomo,varve,1794,5.211,2.8185000000000002,2.68,3.616,0.31899999999999995,-2.9341692789968654,negative,Plomo - varve
Plomo,varve,1793,5.232000000000001,2.9144999999999994,2.579,3.687,0.30900000000000016,-3.5857605177993497,negative,Plomo - varve
Plomo,varve,1787,6.134,1.7539999999999998,1.012,3.214,0.5840000000000001,-3.770547945205479,negative,Plomo - varve
Plomo,varve,1780,5.772,1.6545000000000003,1.139,3.027,0.5489999999999999,-3.4389799635701284,negative,Plomo - varve
Sawtooth,varve,1861,2.9769999999999994,-0.060499999999999776,6.879,0.952,0.4049999999999999,14.63456790123457,positive,Sawtooth - varve
Sawtooth,varve,1839,2.9260000000000006,0.1509999999999998,3.087,1.076,0.3700000000000001,5.435135135135134,positive,Sawtooth - varve
Sawtooth,varve,1837,2.5760000000000005,0.32599999999999996,8.449,1.076,0.30000000000000004,24.57666666666666,positive,Sawtooth - varve
Sawtooth,varve,1835,2.2199999999999993,0.24000000000000032,5.962,0.9,0.2639999999999999,19.17424242424243,positive,Sawtooth - varve
Sawtooth,varve,1828,1.8540000000000005,0.2639999999999998,3.193,0.794,0.21200000000000008,11.316037735849052,positive,Sawtooth - varve
Sawtooth,varve,1818,3.2459999999999996,-0.06149999999999989,8.519,1.041,0.44099999999999995,16.956916099773245,positive,Sawtooth - varve
Sawtooth,varve,1817,3.4560000000000004,-0.1140000000000001,6.156,1.076,0.4760000000000001,10.672268907563023,positive,Sawtooth - varve
Sawtooth,varve,1810,3.2989999999999995,-0.008499999999999508,6.544,1.094,0.44099999999999984,12.358276643990934,positive,Sawtooth - varve
Sawtooth,varve,1793,2.735,0.08750000000000002,4.339,0.97,0.353,9.543909348441929,positive,Sawtooth - varve
Sawtooth,varve,1784,2.2760000000000002,0.025999999999999912,3.722,0.776,0.30000000000000004,9.819999999999999,positive,Sawtooth - varve
Sawtooth,varve,1780,2.2760000000000002,0.025999999999999912,4.127,0.776,0.30000000000000004,11.169999999999998,positive,Sawtooth - varve
Sawtooth,varve,1779,2.151,0.03600000000000014,2.522,0.741,0.2819999999999999,6.3156028368794335,positive,Sawtooth - varve
Sawtooth,varve,1772,2,-0.0475000000000001,2.064,0.635,0.273,5.2344322344322345,positive,Sawtooth - varve
Sawtooth,varve,1768,1.7029999999999996,0.1805000000000001,2.275,0.688,0.20299999999999996,7.817733990147785,positive,Sawtooth - varve
Skilak_1,varve,1787,8.050000000000004,3.924999999999999,8.4,5.300000000000001,0.5500000000000007,5.636363636363629,positive,Skilak_1 - varve
Skilak_1,varve,1786,7.51,4.0600000000000005,8.59,5.21,0.45999999999999996,7.347826086956522,positive,Skilak_1 - varve
Skilak_1,varve,1783,7.909999999999998,3.7100000000000013,9.68,5.11,0.5599999999999996,8.16071428571429,positive,Skilak_1 - varve
Skilak_2,varve,1864,4.550000000000001,2.4499999999999993,1.92,3.15,0.28000000000000025,-4.392857142857139,negative,Skilak_2 - varve
Skilak_2,varve,1847,4.610000000000003,2.4349999999999987,4.66,3.16,0.2900000000000005,5.1724137931034395,positive,Skilak_2 - varve
Skilak_2,varve,1837,4.560000000000001,2.4599999999999995,2.33,3.16,0.28000000000000025,-2.9642857142857117,negative,Skilak_2 - varve
Skilak_2,varve,1801,6.039999999999999,1.9150000000000005,1.7799999999999998,3.29,0.5499999999999998,-2.745454545454547,negative,Skilak_2 - varve
Skilak_2,varve,1788,4.9099999999999975,2.8850000000000007,2.6100000000000003,3.5599999999999996,0.2699999999999996,-3.5185185185185213,negative,Skilak_2 - varve
Skilak_2,varve,1787,4.78,2.755,2.74,3.43,0.27,-2.5555555555555554,negative,Skilak_2 - varve
Skilak_2,varve,1784,4.9099999999999975,2.8850000000000007,2.88,3.5599999999999996,0.2699999999999996,-2.5185185185185213,negative,Skilak_2 - varve
Skilak_2,varve,1776,4.969999999999999,2.87,5.07,3.57,0.2799999999999998,5.357142857142862,positive,Skilak_2 - varve
Upper Sopper,dark layer,1862,0.30226000000000003,0.13527249999999996,0.1267733,0.190935,0.022265000000000007,-2.881729171345159,negative,Upper Sopper - dark layer
Upper Sopper,dark layer,1804,0.4734301999999999,0.08007995000000004,0.486,0.2111967,0.052446699999999985,5.239668082071895,positive,Upper Sopper - dark layer
Upper Sopper,dark layer,1802,0.38818,0.10130499999999998,0.43029,0.19693,0.038250000000000006,6.100915032679738,positive,Upper Sopper - dark layer
Upper Sopper,dark layer,1794,0.2929250000000001,0.14974999999999994,0.31909,0.197475,0.019090000000000024,6.370612886327911,positive,Upper Sopper - dark layer
Upper Sopper,dark layer,1786,0.291615,0.15005249999999998,0.31067,0.19724,0.018875000000000003,6.009536423841059,positive,Upper Sopper - dark layer
Upper Sopper,dark layer,1785,0.3133725000000001,0.13952624999999996,0.12243,0.197475,0.02317950000000002,-3.2375590500226474,negative,Upper Sopper - dark layer
Upper Sopper,dark layer,1772,0.31637999999999994,0.14039250000000003,0.11828,0.199055,0.023464999999999986,-3.442360963136589,negative,Upper Sopper - dark layer
Żabińskie,dark layer,1855,9.510694343982394,4.155097537526956,12.76319683531391,5.940296473012102,0.7140795741940584,9.554817990701432,positive,Żabińskie - dark layer
Żabińskie,dark layer,1819,10.083542233323103,3.0399742210233702,2.6426133968738084,5.387830225123281,0.9391424016399643,-2.9231103009039696,negative,Żabińskie - dark layer
Żabińskie,dark layer,1817,10.905099421650856,2.629195626859494,2.5638174609226017,5.387830225123281,1.1034538393055149,-2.5592486641562093,negative,Żabińskie - dark layer
Żabińskie,light layer,1854,1.7804799999999994,0.47008000000000033,0.318780000000003,0.90688,0.17471999999999988,-3.3659569597069448,negative,Żabińskie - light layer
Żabińskie,light layer,1839,1.8184200000000401,0.2810699999999874,1.92608,0.793520000000005,0.20498000000000705,5.525221972875188,positive,Żabińskie - light layer
Żabińskie,light layer,1827,1.2661499999999641,0.3614250000000165,3.08959,0.662999999999999,0.12062999999999302,20.115974467380763,positive,Żabińskie - light layer
Żabińskie,light layer,1816,1.329060000000018,0.2198099999999955,1.43514000000001,0.589560000000003,0.14790000000000297,5.717241379310278,positive,Żabińskie - light layer
