age_CE,light_lamin_thick,dark_lamin_thick,ref,lon,lat,varve_thick,lake_name
1796,0.051,0.024,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.075,Nar Gölü
1795,0.044,0.02,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.064,Nar Gölü
1794,0.04,0.016,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.056,Nar Gölü
1793,0.027,0.022,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.049,Nar Gölü
1792,0.021,0.011,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.032,Nar Gölü
1791,0.024,0.061,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.08499999999999999,Nar Gölü
1790,0.071,0.039,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.10999999999999999,Nar Gölü
1789,0.029,0.022,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.051000000000000004,Nar Gölü
1788,0.045,0.025,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.07,Nar Gölü
1787,0.024,0.027,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.051000000000000004,Nar Gölü
1786,0.027,0.023,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.05,Nar Gölü
1785,0.025,0.005,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.030000000000000002,Nar Gölü
1784,0.024,0.01,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.034,Nar Gölü
1783,0.035,0.029,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.064,Nar Gölü
1782,0.032,0.022,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.054,Nar Gölü
1781,0.027,0.018,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.045,Nar Gölü
1780,0.044,0.02,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.064,Nar Gölü
1779,0.01,0.003,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.013000000000000001,Nar Gölü
1778,0.03,0.024,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.054,Nar Gölü
1777,0.038,0.025,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.063,Nar Gölü
1776,0.038,0.02,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.057999999999999996,Nar Gölü
1775,0.034,0.045,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.079,Nar Gölü
1774,0.042,0.002,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.044000000000000004,Nar Gölü
1773,0.041,0.03,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.07100000000000001,Nar Gölü
1772,0.018,0.04,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.057999999999999996,Nar Gölü
1771,0.015,0.023,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.038,Nar Gölü
1770,0.04,0.015,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.055,Nar Gölü
1769,0.043,0.017,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.06,Nar Gölü
1768,0.037,0.052,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.089,Nar Gölü
1767,0.041,0.001,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.042,Nar Gölü
1766,0.056,0.046,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.10200000000000001,Nar Gölü
1765,0.039,0.006,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.045,Nar Gölü
1764,0.012,0.023,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.035,Nar Gölü
1763,0.03,0.063,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.093,Nar Gölü
1762,0.032,0.023,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.055,Nar Gölü
1761,0.012,0.005,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.017,Nar Gölü
1760,0.026,0.037,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.063,Nar Gölü
1759,0.02,0.039,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.059,Nar Gölü
1758,0.036,0.03,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.066,Nar Gölü
1757,0.049,0,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.049,Nar Gölü
1756,0.039,0.063,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.10200000000000001,Nar Gölü
1755,0.037,0.036,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.073,Nar Gölü
1754,0.042,0.033,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.07500000000000001,Nar Gölü
1753,0.026,0.01,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.036,Nar Gölü
1752,0.012,0.031,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.043,Nar Gölü
1751,0.043,0.063,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.106,Nar Gölü
1750,0.045,0.033,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.078,Nar Gölü
1749,0.039,0.042,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.081,Nar Gölü
1748,0.032,0.02,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.052000000000000005,Nar Gölü
1747,0.008,0.027,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.035,Nar Gölü
1746,0.039,0.037,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.076,Nar Gölü
1745,0.059,0.027,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.086,Nar Gölü
1744,0.057,0.039,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.096,Nar Gölü
1743,0.024,0.03,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.054,Nar Gölü
1742,0.041,0.032,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.07300000000000001,Nar Gölü
1741,0.036,0.037,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.073,Nar Gölü
1740,0.03,0.03,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.06,Nar Gölü
1739,0.044,0.016,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.06,Nar Gölü
1738,0.075,0.02,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.095,Nar Gölü
1737,0.018,0,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.018,Nar Gölü
1736,0.041,0.03,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.07100000000000001,Nar Gölü
1735,0.03,0.02,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.05,Nar Gölü
1734,0.059,0.021,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.08,Nar Gölü
1733,0.044,0.023,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.067,Nar Gölü
1732,0.031,0.022,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.053,Nar Gölü
1731,0.05,0.033,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.083,Nar Gölü
1730,0.029,0.024,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.053000000000000005,Nar Gölü
1729,0.009,0.011,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.019999999999999997,Nar Gölü
1728,0.015,0.021,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.036000000000000004,Nar Gölü
1727,0.049,0.022,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.07100000000000001,Nar Gölü
1726,0.024,0.071,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.095,Nar Gölü
1725,0.026,0.022,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.048,Nar Gölü
1724,0.037,0.028,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.065,Nar Gölü
1723,0.034,0.023,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.057,Nar Gölü
1722,0.052,0.017,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.069,Nar Gölü
1721,0.031,0.035,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.066,Nar Gölü
1720,0.042,0.01,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.052000000000000005,Nar Gölü
1719,0.039,0.018,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.056999999999999995,Nar Gölü
1718,0.015,0.023,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.038,Nar Gölü
1717,0.003,0.017,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.02,Nar Gölü
1716,0.043,0.017,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.06,Nar Gölü
1715,0.036,0.015,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.051,Nar Gölü
1714,0.033,0.027,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.06,Nar Gölü
1713,0.038,0.022,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.06,Nar Gölü
1712,0.021,0.015,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.036000000000000004,Nar Gölü
1711,0.024,0.013,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.037,Nar Gölü
1710,0.013,0.016,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.028999999999999998,Nar Gölü
1709,0.047,0.015,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.062,Nar Gölü
1708,0.025,0.02,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.045,Nar Gölü
1707,0.04,0.023,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.063,Nar Gölü
1706,0.034,0.026,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.06,Nar Gölü
1705,0.038,0.022,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.06,Nar Gölü
1704,0.02,0.032,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.052000000000000005,Nar Gölü
1703,0.039,0.031,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.07,Nar Gölü
1702,0.035,0.022,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.057,Nar Gölü
1701,0.028,0.034,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.062,Nar Gölü
1700,0.033,0.041,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.07400000000000001,Nar Gölü
1699,0.04,0.048,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.088,Nar Gölü
1698,0.03,0.054,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.08399999999999999,Nar Gölü
1697,0.042,0.02,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",34.456106,38.340367,0.062,Nar Gölü
